A,e,simulation
0.00014187722748,0.6164916891,408
0.0001600709387,0.8853711095,409
5.4452161902e-05,0.7897744644,410
9.3437136205e-05,0.9930527485,411
0.00024795351127,0.9544728888,412
0.00016386288894,0.5706146217,413
9.2474760162e-06,0.4937486462,414
0.0002074093944,0.4565926707,415
0.0019047511199,0.9924855032,416
0.00017991817889,0.8279899706,417
8.9914236615e-05,0.2452991437,418
0.0012129797234,0.7798150152,419
2.6355679807e-05,0.8801267781,420
9.3723743076e-06,0.9630649319,421
0.00010672956128,0.5631103177,422
1.3324257628e-05,0.9431380856,423
1.2941246279e-05,0.7509236323,424
0.00020805579564,0.7859141371,425
0.00016955138089,0.8653358115,426
3.7464201999e-06,0.4731910147,427
0.001776821427,0.4486903868,428
9.9854514899e-06,0.7979483793,429
4.1178257267e-05,0.9709821081,430
0.0021956193697,0.8264105205,431
5.155524346e-05,0.9123210396,432
8.1336308535e-06,0.6787552603,433
1.6530671649e-05,0.7898779566,434
1.9336092076e-05,0.9425659383,435
1.3990831958e-05,0.1892754501,436
0.000411555784,0.7001248158,437
0.00059318866845,0.4444545681,438
6.6647979567e-06,0.6567899144,439
0.00097784428358,0.8345882237,440
0.00073527640933,0.9824837488,441
7.1795125466e-05,0.5917286411,442
0.0003273802033,0.9845624298,443
3.6009291932e-05,0.3295254972,444
8.0888214432e-06,0.2480588949,445
0.00014549423915,0.4277205574,446
0.00029274548503,0.8412176478,447
2.6673954967e-06,0.2602675023,448
2.0132485565e-06,0.4174245566,449
7.3421621948e-06,0.3331300919,450
0.00035409044974,0.8565813862,451
2.1728353428e-05,0.2509269503,452
0.0001098788807,0.7005372258,453
0.00011873820527,0.4839521784,454
0.00083321966012,0.8528357185,455
8.8342634101e-06,0.6758250671,456
0.00021970249598,0.9359824228,457
5.013479678e-06,0.8029409826,458
1.3663167155e-05,0.3469965839,459
6.851598966e-05,0.932083686,460
0.00030504696807,0.9254603933,461
9.8966315697e-05,0.8436928626,462
0.00013530322904,0.291363305,463
0.00078797349791,0.6879671481,464
4.9945086775e-05,0.657149133,465
0.00041917545345,0.9783280115,466
8.2204051375e-06,0.958961755,467
4.6873409094e-07,0.717773215,468
0.0006618426386,0.7367142035,469
4.6954547272e-05,0.383595606,470
0.00010305149269,0.9469228668,471
1.2247298359e-05,0.6290454959,472
5.9698818406e-05,0.4314054093,473
0.00012885946339,0.8971935748,474
0.00010625113002,0.8541046098,475
0.00062654688158,0.272160321,476
0.00043870198972,0.7554431746,477
1.310672206e-06,0.3109627292,478
0.00014449581007,0.9894390474,479
0.00030047095367,0.6389381114,480
0.00032124067108,0.8110639692,481
0.00015518541661,0.4299021993,482
1.3914114433e-06,0.7883200595,483
0.00014737066817,0.7972317245,484
1.2389605595e-06,0.8413675085,485
0.00067231452399,0.7548259438,486
0.00016596762645,0.4588525073,487
0.00035296626622,0.5369404969,488
0.034790095963,0.9992455437,489
0.00010293153148,0.5880117836,490
0.00095003561646,0.6304330128,491
1.3249237043e-05,0.5689211266,492
1.2264005575e-05,0.6324356889,493
6.5030350682e-05,0.4085944151,494
1.5497378488e-05,0.2320695399,495
0.00019786496899,0.5758464194,496
0.0024947244242,0.7972141514,497
0.0011655867104,0.23431515,498
0.0011404536331,0.9998321972,499
0.0019406161067,0.9464587022,500
2.5747442545e-06,0.8961483324,501
0.00029708708647,0.9489070602,502
4.7995101415e-05,0.9086357391,503
2.0933397642e-05,0.2779837192,504
0.0011829749263,0.6210900167,505
0.00065382281345,0.9815362348,506
1.5659517759e-05,0.759887847,507
9999,9999,508
0.00051813578741,0.4106005266,509
0.00034351054495,0.5623869791,510
2.2715229856e-05,0.4701777619,511
2.8563589106e-06,0.9234063299,512
1.7492136203e-06,0.8375731417,513
9.1615554926e-06,0.4187922862,514
0.00019296750233,0.5246561112,515
8.0774295768e-06,0.8306746617,516
0.00037325395532,0.7299157506,517
3.7801875585e-05,0.6758803308,518
0.0063155165763,0.861634086,519
0.00036953468311,0.121843888,520
3.1564164261e-06,0.5098829152,521
1.3515872325e-06,0.3958708491,522
8.682185106e-05,0.9759565822,523
9999,9999,524
0.0011049085025,0.5252472266,525
5.5380943778e-05,0.5330955933,526
0.0014519017793,0.8673208878,527
0.00018653096161,0.7529003068,528
0.00014633238404,0.0606045575,529
0.00054064945822,0.559613465,530
0.0011363613249,0.7348158696,531
5.8507042201e-06,0.2874621648,532
2.227449855e-06,0.7520033911,533
9.6240082969e-05,0.5176729256,534
1.057692388e-06,0.9200783554,535
0.001406476927,0.9271675929,536
8.2378953144e-06,0.4750671864,537
7.0381715838e-07,0.8457184676,538
3.4353871811e-06,0.9619401359,539
6.3701300197e-05,0.0812115203,540
0.00039705251782,0.1539593996,541
0.00065560842001,0.8471163161,542
7.810080497e-06,0.4926072644,543
0.00012286944224,0.9461460101,544
1.1137602898e-05,0.3651046296,545
3.9808305138e-06,0.2742469967,546
8.2029569864e-05,0.9139197329,547
0.00050135462564,0.8776116055,548
0.00038834107446,0.4169776044,549
4.606536204e-06,0.7909205841,550
0.001302367787,0.9653057272,551
4.2087713124e-06,0.7628404766,552
0.0014411858146,0.513070489,553
0.00036386188264,0.8598308456,554
6.3873985795e-06,0.7192810644,555
5.404624752e-06,0.1938986739,556
0.00015459025658,0.6408791511,557
6.4375073239e-06,0.3048903047,558
0.0001279642025,0.4188280903,559
0.00029670706908,0.4081084418,560
0.0003683273767,0.7780688132,561
7.1648499846e-05,0.5203552631,562
0.00017731032089,0.3055643391,563
0.00012186220545,0.7755293838,564
1.5328893597e-05,0.5181266221,565
0.00057170665739,0.4938197007,566
0.00041850411629,0.4893164541,567
0.0032294038414,0.6184100186,568
0.00053733268916,0.7605863181,569
0.00010817401491,0.8157728127,570
0.00014830359106,0.2378380967,571
0.00033773314886,0.6160159938,572
3.6305397504e-05,0.8641935975,573
3.2132318699e-05,0.9979962473,574
0.0017785093376,0.7144158128,575
0.00040088304187,0.5734450718,576
0.0006155421932,0.5026494722,577
0.0015781396712,0.7675952943,578
9.4398642138e-05,0.5392408195,579
0.0003619953265,0.6841417746,580
0.0002901270213,0.9087593917,581
4.6902283212e-06,0.9603959905,582
0.00062161308655,0.8056106031,583
0.04151168931,0.9953819508,584
0.0014020624005,0.9771169454,585
0.00085455308765,0.2887494053,586
1.7995086749e-05,0.7073827133,587
0.00069480573189,0.7213081666,588
5.666631529e-06,0.8773248557,589
